year	division	category	winner	award
2018	Dining Establishments	Specialty Beverages	caffe d'bolla	medal
2018	Dining Establishments	Specialty Foods	Home of the Train/Dairy Keen	medal
2018	Dining Establishments	Steaks	Edge Steakhouse	medal
2018	Dining Establishments	Steaks	Ruby River Steakhouse	medal
2018	Dining Establishments	Sushi	Same Sushi	medal
2018	Dining Establishments	Sushi	Tona Sushi Bar and Grill	medal
2018	Dining Establishments	Szechuan	Szechwan Chinese Kitchen	medal
2018	Dining Establishments	Texas Barbeque	Charlie's Southern Barbecue	medal
2018	Dining Establishments	Thai	99 Thai Fusion Restaurant	medal
2018	Dining Establishments	Thai	Bangkok Garden Restaurant	medal
2018	Dining Establishments	Thai	Suzy Thai Food	medal
2018	Dining Establishments	Traditional Indian	India Palace	medal
2018	Dining Establishments	Traditional Italian	Fratelli Ristorante	medal
2018	Dining Establishments	Traditional Pizza	Marco's Pizza	medal
2018	Dining Establishments	Vietnamese	Bangkok Garden Restaurant	medal
2018	Dining Establishments	Western Barbeque	Holy Smoke BBQ and Grill	medal
2018	Dining Establishments	Wine List	Veneto Ristorante Italiano	medal
2018	Dining Establishments	Wine Service	Edge Steakhouse	medal
2018	Education	Adjunct Professor	David F. Pack, Ph.D.	medal
2018	Education	Administrator	Carolyn Sharette	medal
2018	Education	Adult Education	Utah State University Extension	medal
2018	Education	Alternative Education	Odyssey House of Utah	medal
2018	Education	Arts in Education	Hale Centre Theatre	medal
2018	Education	Charter School	NUAMES	medal
2018	Education	College/University Teacher	David F. Pack, Ph.D.	medal
2018	Education	Community Education	Utah State University Extension	medal
2018	Education	Continuing Education	National Institute of Medical Aesthetics	medal
2018	Education	Curriculum Development	Southern Utah University	medal
2018	Education	Early Childhood Educator	Kathleen Jensen	medal
2018	Education	Educational Institution	Southern Utah University	medal
2018	Education	Educational Service	Instructure	medal
2018	Education	Food & Beverage Service Education	Harmons Santa Clara Cooking School	medal
2018	Education	Internship Program	Apex Behavior Consulting	medal
2018	Education	K-12 Online Education	Mountain Heights Academy	medal
2018	Education	Management/Employee Training	eLearning Brothers	medal
2018	Education	Music Education	Caleb Chapman	medal
2018	Education	On-line Education	Western Governors University	medal
2018	Education	Principal	Craig Peterson	medal
2018	Education	Private Preschool	Kids Village	medal
2018	Education	Private School K-12	Juan Diego Catholic High School	medal
2018	Education	Public Preschool Program	Utah Community Action Head Start	medal
2018	Education	Seminar Training/Education	Renatus	medal
2018	Education	Special Education	Kids On The Move	medal
2018	Education	Special Interest Education	Paper Plane Learning	medal
2018	Education	Student K-12	Eldar Muhic	medal
2018	Education	Support Personnel	Provo School District Child Nutrition	medal
2018	Education	Teacher K-12	Melanie Adamson	medal
2018	Education	Teacher Training	Beehive Science & Technology Academy	medal
2018	Education	Vocational Training - Private	National Institute of Medical Aesthetics	medal
2018	Education	Vocational Training - Public	Mountainland Technical College	medal
2018	Education	Volunteer Service	Southern Utah University	medal
2018	Hospitality, Travel & Tourism	Adventure Travel	Western River Expeditions/Moab	medal
2018	Hospitality, Travel & Tourism	Air Transportation	SkyWest, Inc.	medal
2018	Hospitality, Travel & Tourism	Attractions	FatCats Entertainment	medal
2018	Hospitality, Travel & Tourism	Bed & Breakfast	The Blue Boar Inn & Restaurant	medal
2018	Hospitality, Travel & Tourism	Bridal/Wedding Services	FUSE Weddings & Events	medal
2018	Hospitality, Travel & Tourism	Caterers	Culinary Crafts	medal
2018	Hospitality, Travel & Tourism	Convention and Meeting Facilities	The Grand America Hotel	medal
2018	Hospitality, Travel & Tourism	Convention and Meeting Services	Webb	medal
2018	Hospitality, Travel & Tourism	Day Spas	The Grand Spa	medal
2018	Hospitality, Travel & Tourism	Destination Management	DSC, an AlliedPRA Company	medal
2018	Hospitality, Travel & Tourism	Destination Spas	Serenity Spa by Westgate	medal
2018	Hospitality, Travel & Tourism	Entertainment Venue	Mystery Escape Room	medal
2018	Hospitality, Travel & Tourism	Event Cakes & Confections	Carrie's Cakes	medal
2018	Hospitality, Travel & Tourism	Event Entertainment	Utah Live Bands, LLC	medal
2018	Hospitality, Travel & Tourism	Event Games & Features	Couth Booth Photo Booths	medal
2018	Hospitality, Travel & Tourism	Event Planner	FUSE Weddings & Events	medal
2018	Hospitality, Travel & Tourism	Event Special Effects	Ken Lantis	medal
2018	Hospitality, Travel & Tourism	Event/Performance Venue	Thanksgiving Point	medal
2018	Hospitality, Travel & Tourism	Fairs, Festivals and Events	Tulip Festival	medal
2018	Hospitality, Travel & Tourism	Film Festival	FilmQuest	medal
2018	Hospitality, Travel & Tourism	Fishing/River Outfitters	Western River Expeditions/Moab Adventure Center	medal
2018	Hospitality, Travel & Tourism	Golf Courses	Red Ledges	medal
2018	Hospitality, Travel & Tourism	Ground Transportation	Park n' Jet	medal
2018	Hospitality, Travel & Tourism	Historical/Heritage Sites	Liberal Hall Museum, Wasatch Academy	medal
2018	Hospitality, Travel & Tourism	Hospitality Services	Destination Hotels Utah	medal
2018	Hospitality, Travel & Tourism	Hotels	The Grand America Hotel	medal
2018	Hospitality, Travel & Tourism	Inns	The Blue Boar Inn & Restaurant	medal
2018	Hospitality, Travel & Tourism	Luxury Travel & Tours	Resorts | Mountains | Cities	medal
2018	Hospitality, Travel & Tourism	Museums	Lagoon Corporation	medal
2018	Hospitality, Travel & Tourism	Recreation/Activity Facility	Mystery Escape Room	medal
2018	Hospitality, Travel & Tourism	Resort Hotels/Lodging	Stein Eriksen Lodge	medal
2018	Hospitality, Travel & Tourism	Ski Resorts	Westgate Park City Resort & Spa	medal
2018	Hospitality, Travel & Tourism	Travel Agencies	Get Away Today	medal
2018	Hospitality, Travel & Tourism	Vacation Rentals	Utah's Best Vacation Rentals	medal
2018	Hospitality, Travel & Tourism	Vacation Resorts	Newpark Resort	medal
2018	Hospitality, Travel & Tourism	Wedding Venue	Blue Sky Utah - The Arena	medal
2018	Merchandising & Consumer Services	Animal Hospital	Animal Care Center and Team	medal
2018	Merchandising & Consumer Services	Animal Training	Ty Brown	medal
2018	Merchandising & Consumer Services	Apparel	Cariloha	medal
2018	Merchandising & Consumer Services	Art Gallery/Broker	The Frame Works, Inc.	medal
2018	Merchandising & Consumer Services	Assisted Living Facilities	Courtyard at Jamestown Assisted Living	medal
2018	Merchandising & Consumer Services	Auditory Services	Timpanogos Hearing & Balance	medal
2018	Merchandising & Consumer Services	Auto Dealers, new	Larry H. Miller Dealerships	medal
2018	Merchandising & Consumer Services	Auto Dealers, used	Kentson Car Company	medal
2018	Merchandising & Consumer Services	Automotive Services	Master Muffler Shops	medal
2018	Merchandising & Consumer Services	Budget Funerals	Affordable Funerals and Cremation	medal
2018	Merchandising & Consumer Services	Construction - Residential	Davies Design Build	medal
2018	Merchandising & Consumer Services	Consumer Electronics	PC Laptops	medal
2018	Merchandising & Consumer Services	Cosmetic Dentistry	Apex Family & Cosmetic Dentistry	medal
2018	Merchandising & Consumer Services	Cosmetic/Medical Spa	Elase Medical Spas	medal
2018	Merchandising & Consumer Services	Credit Unions	Goldenwest Credit Union	medal
2018	Merchandising & Consumer Services	Dental Services	Apex Family & Cosmetic Dentistry	medal
2018	Merchandising & Consumer Services	Dietary Supplements	USANA	medal
2018	Merchandising & Consumer Services	Essential Oils/Botanicals	doTERRA	medal
2018	Merchandising & Consumer Services	Eye Care	Hoopes Vision	medal
2018	Merchandising & Consumer Services	Flooring	Maxwell Flooring	medal
2018	Merchandising & Consumer Services	Floral Design	Olive & Cocoa	medal
2018	Merchandising & Consumer Services	Funeral Services	Memorial Mortuaries & Cemeteries	medal
2018	Merchandising & Consumer Services	Furniture	Purple	medal
2018	Merchandising & Consumer Services	General Merchandising	Overstock.com	medal
2018	Merchandising & Consumer Services	Gifts/Household Goods	Minky Couture	medal
2018	Merchandising & Consumer Services	Hair/Beauty Salons	Landis Salons	medal
2018	Merchandising & Consumer Services	Health Care Services	Odyssey House of Utah	medal
2018	Merchandising & Consumer Services	Health/Nutrition Beverage	USANA	medal
2018	Merchandising & Consumer Services	Health/Nutrition Products	American Biotech Labs	medal
2018	Merchandising & Consumer Services	Heating & Air Conditioning	Whipple Service Champions	medal
2018	Merchandising & Consumer Services	Home & Appliance Services	Whipple Service Champions	medal
2018	Merchandising & Consumer Services	Home Decor	Osmond Designs	medal
2018	Merchandising & Consumer Services	Hospice/Home Health Care	Valeo Home Health & Hospice	medal
2018	Merchandising & Consumer Services	Independent Senior Living	The Wellington	medal
2018	Merchandising & Consumer Services	Interior Design	Davies Design Build	medal
2018	Merchandising & Consumer Services	Jewelry	Brian Baity Studio	medal
2018	Merchandising & Consumer Services	Landscape Services & Supplies	Tuck Landscape	medal
2018	Merchandising & Consumer Services	Laundry/Cleaning Services	Tide Dry Cleaners- LooLoo LLC	medal
2018	Merchandising & Consumer Services	Medical Equipment/Supplies	Alpine Home Medical Equipment	medal
2018	Merchandising & Consumer Services	Medical Services	Odyssey House of Utah - Martindale Clinic	medal
2018	Merchandising & Consumer Services	Mental Health Services	Odyssey House of Utah	medal
2018	Merchandising & Consumer Services	Miscellaneous Merchandising/Services	SymbolArts	medal
2018	Merchandising & Consumer Services	Optical Care	SouthWest Vision	medal
2018	Merchandising & Consumer Services	Orthodontics	Apex Orthodontics	medal
2018	Merchandising & Consumer Services	Personal Care Products/Cosmetics	USANA	medal
2018	Merchandising & Consumer Services	Plumbing	Manwill Plumbing and Heating Inc	medal
2018	Merchandising & Consumer Services	Preparedness Foods & Supplies	Nitro-Pak Preparedness Center Inc.	medal
2018	Merchandising & Consumer Services	Recreational Vehicles	Harrison Eurosports	medal
2018	Merchandising & Consumer Services	Remodeling/Home Improvement	Jackson & LeRoy	medal
2018	Merchandising & Consumer Services	Repair & Restoration Services	BELFOR Property Restoration	medal
2018	Merchandising & Consumer Services	Residential Architecture	Walker Home Design	medal
2018	Merchandising & Consumer Services	Residential Building Subcontractor	RGS Exteriors and Construction	medal
2018	Merchandising & Consumer Services	Residential Maintenance & Repair	A Plus Garage Doors	medal
2018	Merchandising & Consumer Services	Skilled Nursing Facilities	South Davis Community Hospital	medal
2018	Merchandising & Consumer Services	Vehicle Maintenance	LUXE Auto Spa	medal
2018	Merchandising & Consumer Services	Youth Treatment Center	Odyssey House of Utah - Youth Services	medal
2018	Production & Manufacturing	Aerospace	Orbital ATK Aerospace Structures Division	medal
2018	Production & Manufacturing	Beverage	Apple Beer Corporation	medal
2018	Production & Manufacturing	Brewery	The Hive Winery, Inc.	medal
2018	Production & Manufacturing	Candy/Confectionary	V Chocolates	medal
2018	Production & Manufacturing	Chemicals and Related Products	Dynamic Blending Specialists, Inc.	medal
2018	Production & Manufacturing	Components/Fabricating	Tycon Systems Inc.	medal
2018	Production & Manufacturing	Consumer Electronics	PC Laptops	medal
2018	Production & Manufacturing	Dairy Products	Heber Valley Artisan Cheese	medal
2018	Production & Manufacturing	Electrical/Power Products	Tycon Systems Inc.	medal
2018	Production & Manufacturing	Electro/Mechanical	Intermountain Electronics, Inc	medal
2018	Production & Manufacturing	Fabrication	Petersen Incorporated	medal
2018	Production & Manufacturing	Food Manufacturing/Processing	Amano Artisan Chocolate	medal
2018	Production & Manufacturing	Furniture/Fixtures	Granite Mill & Fixture Co.	medal
2018	Production & Manufacturing	Gourmet/Artisan Foods	caffe d'bolla	medal
2018	Production & Manufacturing	Greenhouse/Nursery	BioGrass Sod Farms	medal
2018	Production & Manufacturing	Hardware	Tycon Systems Inc.	medal
2018	Production & Manufacturing	Jewelry	Brian Baity Studio	medal
2018	Production & Manufacturing	Large Format Printing	Vision Graphics	medal
2018	Production & Manufacturing	Livestock	Smithfield	medal
2018	Production & Manufacturing	Machinery	Wheeler Machinery Co.	medal
2018	Production & Manufacturing	Medical Manufacturing	American Biotech Labs	medal
2018	Production & Manufacturing	Microelectronics	Tycon Systems Inc.	medal
2018	Production & Manufacturing	Mining/Quarrying	Staker Parson Materials & Construction	medal
2018	Production & Manufacturing	Miscellaneous Manufacturing Industries	USANA	medal
2018	Production & Manufacturing	Outdoor/Recreational Equipment	Western Timber Frame	medal
2018	Production & Manufacturing	Printing/Publishing	Aspen Press	medal
2018	Production & Manufacturing	Produce	Petersen Family Farm	medal
2018	Production & Manufacturing	Promotional Products	SymbolArts	medal
2018	Production & Manufacturing	Signage/Display	Allotech, Inc.	medal
2018	Production & Manufacturing	Tailoring	Sue's Alteration	medal
2018	Production & Manufacturing	Textile Products	Del Sol	medal
2018	Production & Manufacturing	Wholesale Goods	Malouf	medal
2018	Production & Manufacturing	Winery	La Caille at Quail Run	medal
2018	Production & Manufacturing	Wood Products	Western Timber Frame	medal
2018	Science & Technology	Analytical Laboratory	UVU Vivint Neuromarketing SMARTLab	medal
